po_id,po_date,supplier_id,material_id,scheduled_delivery_date,actual_delivery_date,currency,po_value,actual_cost
101218,2025-01-17,SUP-035,MAT-224,2025-02-17,2025-02-21,USD,16638.46,16399.94
101219,2024-02-10,SUP-019,MAT-229,2024-03-19,2024-03-19,EUR,13200.53,14830.68
101220,2025-01-19,SUP-012,MAT-203,2025-01-29,2025-02-03,USD,16425.95,18269.37
101221,2025-02-05,SUP-004,MAT-222,2025-03-03,2025-03-08,USD,22527.11,22954.86
101222,2024-01-04,SUP-012,MAT-217,2024-02-06,2024-02-03,USD,17722.9,15437.16
101223,2024-01-28,SUP-007,MAT-202,2024-02-24,2024-02-25,USD,4812.96,4871.65
101224,2024-10-03,SUP-032,MAT-235,2024-10-17,2024-10-12,USD,14481.89,14701.76
101225,2024-01-15,SUP-039,MAT-214,2024-02-23,,USD,18745.9,18122.95
101226,2024-07-19,SUP-029,MAT-231,2024-08-04,2024-07-30,USD,7506.04,7742.86
101227,2025-06-12,SUP-003,MAT-206,2025-07-01,2025-07-05,USD,3547.54,3673.13
101228,2025-05-31,SUP-007,MAT-206,2025-07-11,2025-07-15,USD,2673.43,2639.43
101229,2024-07-12,SUP-019,MAT-236,2024-08-02,2024-07-27,EUR,6318.67,6335.16
101230,2025-06-28,SUP-038,MAT-216,2025-07-14,2025-07-15,USD,10169.96,9762.01
101231,2024-11-01,SUP-030,MAT-211,2024-11-10,2024-11-12,EUR,14831.74,15744.61
101232,2024-10-12,SUP-001,MAT-238,2024-11-06,2024-11-13,EUR,6926.33,6854.47
101233,2024-09-21,SUP-020,MAT-228,2024-10-18,2024-10-16,USD,20676.93,21377.66
101234,2025-03-02,SUP-017,MAT-227,2025-04-15,2025-04-17,USD,19777.51,21696.63
101235,2024-12-20,SUP-001,MAT-215,2025-01-14,2025-01-17,USD,24773.44,23286.41
101236,2024-11-15,SUP-028,MAT-240,2024-12-03,2024-11-30,USD,10129.8,10012.21
101237,2025-05-30,SUP-026,MAT-206,2025-07-07,2025-07-12,USD,4735.64,4706.21
101238,2024-06-12,SUP-001,MAT-207,2024-06-24,2024-06-23,USD,22162.93,27481.03
101239,2024-10-31,SUP-005,MAT-222,2024-12-13,2024-12-16,USD,15690.28,17329.96
101240,2024-02-14,SUP-023,MAT-231,2024-03-12,2024-03-16,USD,6541.61,7168.84
101241,2024-06-25,SUP-020,MAT-216,2024-07-19,2024-07-25,USD,4083.83,3889.55
101242,2025-01-16,SUP-026,MAT-232,2025-02-03,2025-02-07,USD,20390.31,22719.02
101243,2024-01-23,SUP-008,MAT-224,2024-02-07,2024-02-13,USD,14706.24,14724.21
101244,2024-10-12,SUP-013,MAT-235,2024-10-30,2024-11-01,USD,10293.62,9735.55
101245,2024-12-18,SUP-015,MAT-211,2025-01-31,2025-02-06,USD,13194.81,12964.98
101246,2024-02-19,SUP-026,MAT-219,2024-03-15,2024-03-13,USD,23748.32,26635.95
101247,2024-08-18,SUP-040,MAT-237,2024-09-07,2024-09-04,USD,12021.09,12532.22
101248,2024-01-27,SUP-005,MAT-212,2024-03-01,2024-03-09,USD,23127.54,24056.9
101249,2025-06-06,SUP-001,MAT-231,2025-06-22,2025-06-27,USD,20680.87,22198.6
101250,2025-06-02,SUP-035,MAT-210,2025-07-13,2025-07-11,USD,15663.59,13184.82
101251,2024-11-16,SUP-006,MAT-207,2024-12-21,2024-12-25,EUR,16033.58,14627.73
101252,2024-02-29,SUP-011,MAT-234,2024-03-30,2024-03-28,USD,2850.5,3069.4
101253,2024-12-12,SUP-003,MAT-216,2025-01-06,2025-01-09,USD,16840.62,17767.69
101254,2025-03-01,SUP-020,MAT-219,2025-04-04,2025-03-29,USD,2845.05,2940.67
101255,2024-12-16,SUP-039,MAT-210,2024-12-27,2024-12-19,USD,8173.85,8527.31
101256,2025-03-03,SUP-023,MAT-202,2025-04-05,2025-03-31,USD,7153.74,6299.01
101257,2024-10-24,SUP-023,MAT-235,2024-11-18,2024-11-23,USD,20559.35,22303.18
101258,2025-04-30,SUP-036,MAT-240,2025-06-12,2025-06-13,USD,17757.28,18339.18
101259,2024-07-31,SUP-023,MAT-223,2024-08-08,2024-08-09,USD,11856.02,12390.48
101260,2025-06-29,SUP-010,MAT-226,2025-07-15,2025-07-19,USD,19522.07,20011.36
101261,2024-09-09,SUP-005,MAT-223,2024-10-14,2024-10-19,USD,13040.05,13136.19
101262,2025-06-21,SUP-031,MAT-235,2025-07-26,2025-07-22,USD,19704.49,20900.08
101263,2025-01-08,SUP-003,MAT-235,2025-01-20,2025-01-23,USD,3820.3,3987.3
101264,2024-08-02,SUP-021,MAT-200,2024-08-15,2024-08-11,USD,18730.52,18952.18
101265,2024-05-10,SUP-018,MAT-232,2024-06-21,2024-06-27,USD,11234.43,11030.25
101266,2025-05-05,SUP-031,MAT-202,2025-05-23,,USD,8775.75,7825.06
101267,2024-04-09,SUP-038,MAT-212,2024-04-30,2024-05-01,USD,7374.31,6745.88
101268,2025-06-01,SUP-011,MAT-226,2025-07-11,2025-07-11,USD,8158.12,8976.95
101269,2025-05-06,SUP-036,MAT-201,2025-06-14,2025-06-24,USD,17606.15,17239.22
101270,2024-12-10,SUP-034,MAT-215,2025-01-18,2025-01-14,USD,24505.13,23922.28
101271,2025-01-08,SUP-005,MAT-235,2025-02-05,2025-02-08,USD,21482.63,23479.46
101272,2024-11-10,SUP-003,MAT-201,2024-12-16,2024-12-22,EUR,15412.34,17649.25
101273,2025-04-21,SUP-009,MAT-234,2025-05-08,2025-05-08,USD,20899.84,20667.0
101274,2024-03-24,SUP-016,MAT-206,2024-04-18,2024-04-19,USD,14897.66,15711.74
101275,2024-07-19,SUP-012,MAT-200,2024-08-26,2024-08-31,USD,18778.16,21940.65
101276,2024-07-08,SUP-007,MAT-214,2024-08-15,2024-08-19,USD,19610.87,18681.23
101277,2024-11-10,SUP-026,MAT-207,2024-12-13,2024-12-19,USD,10616.2,11113.88
101278,2024-10-04,SUP-002,MAT-222,2024-10-27,2024-10-24,USD,7014.02,7338.18
101279,2024-11-26,SUP-033,MAT-215,2024-12-31,2025-01-07,EUR,12627.06,14438.75
101280,2024-06-12,SUP-039,MAT-232,2024-06-21,2024-06-30,USD,4334.44,4541.17
101281,2025-05-04,SUP-018,MAT-236,2025-06-01,2025-06-03,EUR,8880.66,8309.26
101282,2024-06-16,SUP-001,MAT-200,2024-07-10,2024-07-11,EUR,13494.96,13582.29
101283,2025-04-24,SUP-011,MAT-216,2025-05-01,2025-04-24,USD,11056.29,12117.3
101284,2024-02-22,SUP-025,MAT-201,2024-03-26,,USD,14047.37,12353.8
101285,2024-05-22,SUP-017,MAT-219,2024-06-14,2024-06-14,USD,2238.48,2259.12
101286,2025-01-20,SUP-021,MAT-218,2025-01-29,2025-01-24,USD,4222.81,3833.14
101287,2025-06-13,SUP-018,MAT-204,2025-07-21,2025-07-17,USD,14007.96,15664.54
101288,2024-05-12,SUP-021,MAT-229,2024-06-13,2024-06-13,USD,4848.97,5084.01
101289,2024-07-22,SUP-004,MAT-214,2024-07-31,2024-08-03,EUR,11180.92,10454.49
101290,2025-05-27,SUP-009,MAT-201,2025-06-10,2025-06-19,USD,8787.62,9102.21
101291,2024-11-29,SUP-001,MAT-216,2024-12-16,2024-12-27,USD,3553.87,3416.45
101292,2024-12-25,SUP-022,MAT-207,2025-01-30,2025-02-01,USD,10936.62,10852.12
101293,2025-06-27,SUP-013,MAT-238,2025-07-05,2025-07-12,EUR,2171.1,2377.74
101294,2025-06-11,SUP-007,MAT-219,2025-06-23,2025-06-26,USD,7895.64,7685.22
101295,2024-08-10,SUP-039,MAT-225,2024-09-17,2024-09-14,EUR,4839.08,5022.26
101296,2024-11-14,SUP-040,MAT-201,2024-11-27,2024-11-29,USD,21736.92,19085.74
101297,2024-12-17,SUP-019,MAT-202,2024-12-25,2024-12-25,USD,3849.66,4299.46
101298,2025-03-19,SUP-013,MAT-240,2025-04-18,2025-04-18,USD,13228.44,14568.77
101299,2025-06-24,SUP-006,MAT-221,2025-07-02,2025-07-03,USD,19040.65,20844.39
101300,2024-04-17,SUP-038,MAT-232,2024-05-06,2024-05-02,EUR,20854.06,20512.11
101301,2024-12-10,SUP-001,MAT-204,2025-01-03,2024-12-31,EUR,8469.69,8227.96
101302,2024-07-05,SUP-016,MAT-219,2024-08-11,2024-08-15,USD,15243.01,15524.89
101303,2024-12-25,SUP-031,MAT-233,2025-01-25,2025-01-16,USD,19451.61,22377.49
101304,2024-04-19,SUP-027,MAT-240,2024-05-25,2024-05-31,USD,4761.66,4373.78
101305,2025-03-07,SUP-001,MAT-233,2025-04-04,2025-04-08,USD,23013.14,23967.56
101306,2025-04-10,SUP-025,MAT-205,2025-04-19,2025-04-17,USD,2112.2,2048.87
101307,2025-03-06,SUP-023,MAT-233,2025-03-18,2025-03-23,EUR,17337.46,16196.02
101308,2025-03-11,SUP-017,MAT-234,2025-03-26,2025-03-29,USD,20151.22,18149.35
101309,2025-06-02,SUP-039,MAT-210,2025-07-15,2025-07-09,USD,16320.69,18158.73
101310,2024-03-26,SUP-034,MAT-205,2024-04-22,2024-04-21,USD,8764.91,9030.81
101311,2024-12-20,SUP-040,MAT-206,2025-01-08,2025-01-06,EUR,12609.66,12633.28
101312,2024-11-21,SUP-033,MAT-221,2024-11-29,2024-12-04,USD,11937.95,11254.42
101313,2024-05-17,SUP-016,MAT-202,2024-06-07,2024-06-09,USD,14377.74,14011.18
101314,2025-01-28,SUP-011,MAT-213,2025-03-05,2025-03-07,USD,8950.26,8791.61
101315,2024-02-03,SUP-008,MAT-227,2024-02-28,2024-02-28,USD,4691.69,5051.04
101316,2024-08-02,SUP-018,MAT-215,2024-08-12,2024-08-11,USD,19424.62,19865.96
101317,2024-02-13,SUP-007,MAT-236,2024-02-22,2024-02-24,USD,23517.79,25716.35
101318,2024-06-09,SUP-007,MAT-224,2024-06-27,2024-06-27,USD,11102.55,10425.7
101319,2025-06-10,SUP-027,MAT-207,2025-06-27,2025-06-23,USD,17689.73,19859.4
101320,2025-03-10,SUP-006,MAT-225,2025-04-07,2025-04-05,USD,21861.32,21304.98
101321,2025-03-26,SUP-012,MAT-211,2025-04-09,2025-04-13,USD,8227.06,8651.32
101322,2025-06-23,SUP-033,MAT-218,2025-07-08,2025-07-04,EUR,19834.39,20914.99
101323,2024-11-20,SUP-004,MAT-207,2024-12-17,2025-01-01,EUR,6161.51,6149.96
101324,2025-06-22,SUP-040,MAT-208,2025-07-16,2025-07-21,USD,9192.89,10107.7
101325,2025-05-07,SUP-028,MAT-221,2025-06-09,2025-06-14,USD,12956.64,14233.59
101326,2024-10-03,SUP-020,MAT-217,2024-11-02,2024-11-04,USD,12083.87,12423.61
101327,2025-04-20,SUP-007,MAT-229,2025-05-04,2025-05-07,USD,3056.77,3497.76
101328,2024-05-21,SUP-040,MAT-234,2024-06-11,2024-06-05,USD,15085.88,14207.03
101329,2024-07-15,SUP-026,MAT-212,2024-08-25,2024-08-29,USD,15915.74,16769.25
101330,2025-06-21,SUP-001,MAT-224,2025-07-17,2025-07-17,USD,16633.63,17671.87
101331,2025-03-18,SUP-026,MAT-232,2025-04-19,2025-04-18,USD,24730.73,21937.22
101332,2024-12-12,SUP-019,MAT-232,2024-12-26,2024-12-24,USD,5998.75,5967.09
101333,2024-04-18,SUP-013,MAT-202,2024-05-26,2024-05-30,USD,23365.65,24339.6
101334,2024-03-18,SUP-012,MAT-216,2024-04-18,2024-04-21,USD,6328.05,7145.36
101335,2025-06-22,SUP-037,MAT-232,2025-07-01,2025-06-27,USD,21106.3,21436.54
101336,2025-03-11,SUP-023,MAT-227,2025-04-06,2025-04-06,USD,18072.93,17485.34
101337,2024-06-21,SUP-008,MAT-205,2024-07-25,2024-07-30,USD,19752.51,19150.97
101338,2024-03-17,SUP-013,MAT-219,2024-04-04,2024-04-05,USD,10971.71,10656.41
101339,2024-06-01,SUP-030,MAT-217,2024-07-10,2024-07-08,USD,13300.59,12708.67
101340,2024-02-27,SUP-016,MAT-231,2024-03-25,2024-03-25,USD,7620.8,8015.9
101341,2024-04-09,SUP-001,MAT-230,2024-05-10,2024-05-09,USD,2096.14,2209.77
101342,2024-08-06,SUP-003,MAT-217,2024-08-13,2024-08-14,USD,6225.37,5537.43
101343,2024-10-30,SUP-002,MAT-222,2024-11-13,2024-11-17,USD,11254.45,12194.34
101344,2025-04-20,SUP-012,MAT-204,2025-04-29,2025-04-30,USD,14691.03,14652.3
101345,2025-05-08,SUP-032,MAT-238,2025-06-21,2025-06-20,USD,15059.71,15516.85
101346,2024-05-24,SUP-002,MAT-236,2024-06-05,2024-06-11,USD,18936.14,17531.59
101347,2024-10-30,SUP-020,MAT-205,2024-12-08,2024-12-10,USD,23622.98,22174.57
101348,2025-01-29,SUP-028,MAT-215,2025-03-09,2025-03-18,EUR,4467.78,4173.03
101349,2024-01-22,SUP-007,MAT-233,2024-02-20,2024-02-17,USD,11571.64,12546.46
101350,2024-09-02,SUP-013,MAT-211,2024-10-14,2024-10-15,USD,3986.6,4312.24
101351,2024-01-30,SUP-019,MAT-212,2024-02-22,2024-02-29,EUR,8923.59,9663.68
101352,2024-04-20,SUP-005,MAT-237,2024-05-21,2024-05-30,EUR,4813.77,4247.73
101353,2024-10-10,SUP-018,MAT-226,2024-10-22,2024-10-28,EUR,5901.36,6409.62
101354,2024-02-03,SUP-033,MAT-212,2024-02-22,2024-02-19,USD,20800.8,22191.79
101355,2025-05-01,SUP-001,MAT-207,2025-05-30,2025-06-05,USD,9534.03,8623.78
101356,2025-03-20,SUP-024,MAT-239,2025-04-25,2025-04-23,USD,18189.6,21298.2
101357,2024-11-15,SUP-029,MAT-208,2024-12-06,2024-12-07,EUR,10598.36,10890.54
101358,2024-06-16,SUP-012,MAT-208,2024-07-08,2024-07-08,USD,16164.62,15345.41
101359,2025-02-12,SUP-006,MAT-206,2025-03-16,2025-03-17,USD,17225.67,17688.42
101360,2024-12-16,SUP-020,MAT-240,2025-01-06,2025-01-01,USD,13762.65,14576.31
101361,2025-04-02,SUP-036,MAT-236,2025-04-21,2025-04-17,USD,6451.59,7286.22
101362,2025-05-12,SUP-014,MAT-206,2025-05-25,2025-05-26,USD,22395.79,21682.47
101363,2024-03-12,SUP-019,MAT-215,2024-04-20,2024-04-27,USD,8201.37,8259.86
101364,2024-01-15,SUP-032,MAT-237,2024-01-22,2024-01-24,USD,20051.38,19601.7
101365,2024-08-22,SUP-025,MAT-205,2024-08-30,2024-08-31,USD,7595.67,7798.8
101366,2024-03-03,SUP-034,MAT-231,2024-04-10,2024-04-10,USD,16889.09,18409.64
101367,2024-01-03,SUP-005,MAT-231,2024-01-19,2024-01-12,EUR,12677.88,12920.98
101368,2024-07-24,SUP-021,MAT-230,2024-08-01,2024-08-01,EUR,5419.38,5761.95
101369,2024-08-17,SUP-002,MAT-223,2024-09-25,2024-09-30,USD,9707.09,11254.24
101370,2024-12-13,SUP-020,MAT-224,2025-01-21,2025-01-23,EUR,17621.11,17559.38
101371,2025-04-14,SUP-015,MAT-235,2025-05-28,2025-05-26,USD,18770.9,19208.55
101372,2025-06-04,SUP-040,MAT-204,2025-07-07,2025-07-08,EUR,10130.6,10443.76
101373,2025-03-06,SUP-025,MAT-207,2025-04-03,2025-03-30,USD,14730.84,16419.47
101374,2025-06-03,SUP-001,MAT-219,2025-06-10,2025-06-03,EUR,15276.76,16782.47
101375,2024-07-01,SUP-006,MAT-204,2024-07-08,2024-07-06,EUR,15298.44,15343.8
101376,2025-03-22,SUP-015,MAT-226,2025-04-15,2025-04-20,USD,23538.54,26570.78
101377,2025-01-24,SUP-013,MAT-209,2025-03-08,2025-03-10,USD,3405.76,3648.3
101378,2025-06-28,SUP-027,MAT-220,2025-07-17,2025-07-22,EUR,22193.88,24197.19
101379,2025-01-24,SUP-013,MAT-237,2025-02-10,2025-02-15,EUR,20497.84,21717.18
101380,2024-01-21,SUP-012,MAT-200,2024-02-19,2024-02-18,USD,11272.73,11532.12
101381,2024-09-25,SUP-028,MAT-205,2024-10-12,2024-10-24,USD,10940.22,10375.8
101382,2024-03-21,SUP-007,MAT-216,2024-04-04,2024-04-05,USD,18212.39,17743.02
101383,2024-02-26,SUP-013,MAT-205,2024-03-27,2024-03-26,USD,24243.69,25393.56
101384,2025-04-15,SUP-006,MAT-225,2025-05-19,2025-05-22,USD,14761.56,13028.0
101385,2025-05-21,SUP-012,MAT-240,2025-07-02,2025-07-03,USD,18601.09,18031.45
101386,2024-06-16,SUP-001,MAT-235,2024-07-20,2024-07-22,USD,6442.23,6559.03
101387,2024-11-09,SUP-014,MAT-207,2024-11-20,2024-11-19,USD,17835.65,18024.83
101388,2025-03-06,SUP-019,MAT-205,2025-04-08,2025-04-08,USD,24969.45,24948.93
101389,2024-04-07,SUP-028,MAT-232,2024-04-28,2024-04-27,USD,22363.59,21989.26
101390,2024-01-29,SUP-012,MAT-214,2024-02-06,2024-02-05,USD,11812.6,13686.72
101391,2025-01-03,SUP-025,MAT-237,2025-02-06,2025-02-05,USD,8844.03,8287.64
101392,2024-05-12,SUP-028,MAT-228,2024-05-23,2024-05-29,EUR,11948.22,15691.91
101393,2025-02-25,SUP-005,MAT-227,2025-04-05,2025-04-07,EUR,17959.94,19191.97
101394,2025-06-25,SUP-032,MAT-235,2025-08-03,2025-08-05,USD,23796.33,23236.69
101395,2024-03-01,SUP-037,MAT-213,2024-04-11,2024-04-15,USD,13946.39,13956.56
101396,2024-12-05,SUP-018,MAT-214,2024-12-16,2024-12-14,USD,11235.45,12190.55
101397,2024-08-20,SUP-014,MAT-210,2024-09-29,2024-10-03,USD,2223.02,2152.1
101398,2024-11-28,SUP-014,MAT-220,2025-01-02,2025-01-09,EUR,3731.33,3732.93
101399,2025-06-03,SUP-035,MAT-230,2025-07-17,2025-07-19,USD,16822.98,18934.16
101400,2025-03-12,SUP-031,MAT-230,2025-04-18,2025-04-12,USD,8042.24,9215.53
101401,2024-11-17,SUP-026,MAT-222,2024-12-16,2024-12-14,USD,15744.44,15561.74
101402,2025-06-20,SUP-009,MAT-235,2025-07-04,2025-07-05,USD,20556.82,21650.16
101403,2025-03-05,SUP-015,MAT-216,2025-03-31,2025-03-31,USD,19981.44,22072.8
101404,2025-04-13,SUP-010,MAT-240,2025-05-19,2025-05-27,USD,2994.83,3193.86
101405,2024-03-23,SUP-015,MAT-211,2024-04-12,2024-04-08,USD,9922.09,10551.67
101406,2025-05-15,SUP-011,MAT-209,2025-06-06,2025-06-02,USD,21276.58,20604.62
101407,2024-05-26,SUP-023,MAT-233,2024-07-07,2024-07-03,USD,23458.58,25905.11
101408,2024-12-11,SUP-021,MAT-225,2025-01-04,2025-01-09,EUR,20264.49,20450.52
101409,2025-06-10,SUP-038,MAT-232,2025-07-09,2025-07-13,USD,8045.23,8657.78
101410,2025-06-17,SUP-012,MAT-207,2025-07-21,2025-07-25,USD,18816.7,19020.14
101411,2024-02-14,SUP-038,MAT-217,2024-03-28,2024-03-27,EUR,14116.74,16644.65
101412,2024-11-20,SUP-018,MAT-221,2024-12-28,2025-01-08,USD,16463.56,18302.56
101413,2025-05-04,SUP-033,MAT-221,2025-05-25,2025-06-03,USD,22127.1,20758.73
101414,2024-11-10,SUP-025,MAT-205,2024-12-17,2024-12-27,USD,4649.68,4583.61
101415,2024-02-04,SUP-021,MAT-203,2024-03-01,2024-03-03,USD,18707.26,19129.78
101416,2024-11-02,SUP-009,MAT-205,2024-11-28,2024-11-23,USD,8318.1,8453.8
101417,2024-11-21,SUP-027,MAT-215,2024-11-28,2024-11-26,EUR,20071.42,23233.67
101418,2025-01-20,SUP-015,MAT-229,2025-01-27,2025-01-21,USD,21019.99,22733.81
101419,2024-01-08,SUP-011,MAT-202,2024-02-12,2024-02-15,EUR,3732.55,3498.79
101420,2024-04-30,SUP-012,MAT-223,2024-05-17,2024-05-22,USD,18642.03,18706.14
101421,2025-05-08,SUP-003,MAT-235,2025-06-19,2025-06-14,USD,23410.14,23772.02
101422,2024-09-10,SUP-029,MAT-220,2024-10-20,2024-10-17,USD,6350.5,6953.06
101423,2024-10-19,SUP-014,MAT-234,2024-10-27,2024-10-28,USD,12401.36,13495.09
101424,2024-04-03,SUP-035,MAT-237,2024-05-14,2024-05-21,EUR,15107.82,14124.6
101425,2024-10-20,SUP-003,MAT-205,2024-12-03,2024-12-03,EUR,14531.81,16469.24
101426,2024-06-10,SUP-001,MAT-231,2024-06-20,2024-06-24,USD,21205.04,23575.04
101427,2024-07-31,SUP-038,MAT-210,2024-09-02,2024-09-03,USD,14458.83,16492.73
101428,2024-09-25,SUP-020,MAT-222,2024-11-01,2024-11-02,USD,8104.51,7255.63
101429,2025-01-16,SUP-002,MAT-208,2025-02-11,2025-02-15,USD,3309.36,3446.94
101430,2024-01-03,SUP-023,MAT-201,2024-02-09,2024-02-09,USD,5557.67,5021.6
101431,2024-12-30,SUP-006,MAT-216,2025-02-09,2025-02-10,USD,15313.46,14304.6
101432,2025-06-20,SUP-012,MAT-212,2025-06-27,2025-06-25,EUR,2519.35,2502.92
101433,2024-11-25,SUP-014,MAT-226,2025-01-08,2025-01-06,USD,14668.87,14545.12
101434,2024-03-15,SUP-036,MAT-219,2024-04-07,2024-04-12,USD,15689.38,16350.84
101435,2024-09-09,SUP-021,MAT-228,2024-10-17,2024-10-15,USD,6314.09,6275.46
101436,2025-02-18,SUP-037,MAT-231,2025-03-17,2025-03-20,USD,20885.63,21430.89
101437,2024-04-13,SUP-027,MAT-210,2024-05-05,2024-05-02,USD,8106.67,9354.39
101438,2025-04-16,SUP-008,MAT-202,2025-05-12,2025-05-13,USD,24087.39,28275.63
101439,2024-11-12,SUP-035,MAT-211,2024-11-28,2024-12-02,USD,16879.89,13588.02
101440,2024-04-25,SUP-034,MAT-216,2024-05-11,2024-05-12,USD,13785.53,13515.51
101441,2025-05-28,SUP-033,MAT-227,2025-06-25,2025-06-27,USD,21351.58,22072.41
101442,2024-03-14,SUP-014,MAT-210,2024-03-23,2024-03-19,USD,7062.91,7361.62
101443,2024-06-12,SUP-040,MAT-222,2024-07-24,2024-07-25,EUR,18552.56,18210.87
101444,2024-12-11,SUP-030,MAT-220,2025-01-11,2025-01-18,USD,7425.68,7821.38
101445,2024-09-08,SUP-040,MAT-239,2024-10-10,2024-10-16,EUR,17798.91,18334.47
101446,2024-08-14,SUP-028,MAT-202,2024-09-25,2024-10-01,USD,20327.09,21290.45
101447,2024-02-01,SUP-033,MAT-229,2024-02-23,2024-02-23,USD,8142.57,8454.68
101448,2024-04-10,SUP-018,MAT-203,2024-04-19,2024-04-18,USD,2829.33,2846.05
101449,2024-02-16,SUP-020,MAT-209,2024-03-22,2024-03-27,USD,11315.93,11769.55
101450,2024-01-26,SUP-025,MAT-234,2024-02-15,2024-02-20,USD,20243.29,23193.62
101451,2024-04-19,SUP-011,MAT-211,2024-05-31,2024-06-03,USD,8419.3,8556.36
101452,2025-02-20,SUP-025,MAT-228,2025-03-24,2025-03-21,USD,5708.16,5993.9
101453,2024-12-10,SUP-019,MAT-227,2025-01-07,2025-01-10,USD,19544.42,18232.2
101454,2024-02-07,SUP-023,MAT-217,2024-03-13,2024-03-12,USD,18016.13,17502.43
101455,2024-05-29,SUP-034,MAT-228,2024-06-15,2024-06-21,EUR,6959.59,6511.95
101456,2025-05-23,SUP-021,MAT-231,2025-06-14,2025-06-27,USD,4408.61,4169.44
101457,2025-06-03,SUP-018,MAT-224,2025-07-07,2025-07-02,EUR,14771.13,17539.28
101458,2025-03-04,SUP-035,MAT-222,2025-04-10,2025-04-16,EUR,6109.18,5984.97
101459,2024-08-15,SUP-008,MAT-204,2024-09-20,2024-09-20,USD,7682.21,7622.73
101460,2025-02-14,SUP-021,MAT-230,2025-02-28,2025-02-28,EUR,4020.34,4660.87
101461,2024-12-07,SUP-013,MAT-220,2025-01-16,2025-01-20,USD,16791.6,16784.63
101462,2024-09-24,SUP-013,MAT-230,2024-10-26,2024-10-26,USD,12204.17,11816.66
101463,2024-11-05,SUP-022,MAT-235,2024-11-15,2024-11-11,EUR,17176.45,17307.2
101464,2024-09-11,SUP-004,MAT-235,2024-10-22,2024-10-20,USD,24052.96,20370.48
101465,2024-09-28,SUP-006,MAT-237,2024-11-05,2024-11-04,USD,13314.03,14180.9
101466,2024-04-11,SUP-039,MAT-206,2024-05-17,2024-05-11,USD,24952.97,27735.28
101467,2024-08-06,SUP-033,MAT-226,2024-09-08,2024-09-03,USD,8655.19,8415.14
101468,2024-11-21,SUP-018,MAT-211,2024-12-05,2024-12-04,EUR,9179.02,9975.45
101469,2024-09-01,SUP-027,MAT-215,2024-09-09,2024-09-16,EUR,8844.25,8929.67
101470,2024-04-21,SUP-032,MAT-203,2024-06-03,2024-06-07,USD,23639.78,22434.64
101471,2025-06-28,SUP-014,MAT-227,2025-08-05,2025-08-09,USD,13192.71,13063.85
101472,2024-06-20,SUP-014,MAT-212,2024-06-29,2024-07-12,EUR,19204.71,22974.26
101473,2024-02-20,SUP-019,MAT-232,2024-03-18,2024-03-13,USD,19712.79,20842.99
101474,2024-09-04,SUP-021,MAT-210,2024-09-13,2024-09-10,USD,22492.56,26853.4
101475,2025-06-12,SUP-001,MAT-235,2025-07-24,2025-07-26,EUR,21509.68,21254.25
101476,2024-12-15,SUP-039,MAT-239,2025-01-21,2025-01-27,USD,3757.57,3384.23
101477,2024-05-18,SUP-008,MAT-221,2024-06-24,2024-06-26,USD,14347.34,15939.81
101478,2025-05-20,SUP-025,MAT-225,2025-06-03,2025-06-06,USD,7169.08,7934.57
101479,2025-03-12,SUP-005,MAT-205,2025-04-07,2025-04-11,USD,22851.5,24355.42
101480,2025-06-04,SUP-038,MAT-221,2025-06-17,2025-06-27,EUR,9036.35,10035.11
101481,2024-05-06,SUP-028,MAT-235,2024-06-12,2024-06-10,USD,5182.59,4565.43
101482,2024-09-04,SUP-020,MAT-233,2024-09-19,2024-09-14,USD,3454.61,3682.74
101483,2024-08-02,SUP-032,MAT-233,2024-09-04,2024-09-11,EUR,22496.8,21393.45
101484,2025-05-29,SUP-018,MAT-219,2025-07-07,2025-07-06,USD,15931.06,18765.75
101485,2025-01-24,SUP-010,MAT-231,2025-03-04,2025-03-01,EUR,20077.01,20770.92
101486,2024-04-23,SUP-031,MAT-225,2024-05-25,2024-05-18,USD,23101.6,23024.88
101487,2025-05-20,SUP-027,MAT-233,2025-06-11,2025-06-17,USD,19278.49,21277.69
101488,2024-06-23,SUP-011,MAT-214,2024-07-24,2024-07-23,EUR,16724.98,15071.05
101489,2024-08-26,SUP-002,MAT-204,2024-09-28,2024-09-30,EUR,8843.45,10252.32
101490,2024-06-26,SUP-025,MAT-219,2024-07-12,2024-07-09,USD,15139.14,13977.64
101491,2024-11-29,SUP-031,MAT-239,2024-12-14,2024-12-11,USD,16468.87,17699.46
101492,2024-03-17,SUP-002,MAT-207,2024-03-26,2024-03-27,USD,16870.07,18520.55
101493,2024-07-09,SUP-037,MAT-225,2024-08-08,2024-08-08,EUR,17534.05,21118.74
101494,2025-06-18,SUP-033,MAT-209,2025-07-14,2025-07-25,USD,3835.94,4542.94
101495,2024-04-24,SUP-016,MAT-238,2024-05-30,2024-05-30,USD,20579.02,19447.69
101496,2024-07-09,SUP-002,MAT-217,2024-07-19,2024-07-18,EUR,8277.69,7743.31
101497,2025-05-29,SUP-008,MAT-235,2025-06-30,2025-07-02,USD,22529.97,22318.95
101498,2024-09-07,SUP-003,MAT-227,2024-10-08,2024-10-11,USD,10190.42,9607.35
101499,2025-05-28,SUP-035,MAT-209,2025-06-18,2025-06-14,USD,5715.7,5625.12
101500,2024-11-27,SUP-001,MAT-201,2024-12-08,2024-12-08,USD,11841.99,12377.36
